Шкаф	Обозначение провода	Откуда идет	Куда поступает
1HV58	N1-TH20S01	XT47-a11	XT47-a2
1HV58	N1-TH20S01	XT47-a2	XT47-a5
1HV58	N1-TH20S01	XT47-a5	XT47-a8
1HV58	N1-TK40S03	XT15-a11	XT15-a2
1HV58	N1-TK40S03	XT15-a2	XT15-a5
1HV58	N1-TK40S03	XT15-a5	XT15-a8
1HV58	N1-TK50S03	XT16-a11	XT16-a2
1HV58	N1-TK50S03	XT16-a2	XT16-a5
1HV58	N1-TK50S03	XT16-a5	XT16-a8
1HV58	N1-TK60S01	XT17-a11	XT17-a2
1HV58	N1-TK60S01	XT17-a2	XT17-a5
1HV58	N1-TK60S01	XT17-a5	XT17-a8
1HV58	N1-TK80S01	XT18-a11	XT18-a2
1HV58	N1-TK80S01	XT18-a2	XT18-a5
1HV58	N1-TK80S01	XT18-a5	XT18-a8
1HV58	N1-TN30S03	XT31-a11	XT31-a2
1HV58	N1-TN30S03	XT31-a2	XT31-a5
1HV58	N1-TN30S03	XT31-a11	XT31-a8
1HV58	N1-TP10S01	XT11-a11	XT11-a2
1HV58	N1-TP10S01	XT11-a2	XT11-a5
1HV58	N1-TP10S01	XT11-a5	XT11-a8
1HV58	N1-TP10S07	XT12-a11	XT12-a2
1HV58	N1-TP10S07	XT12-a2	XT12-a5
1HV58	N1-TP10S07	XT12-a5	XT12-a8
1HV58	N1-TP15S01	XT13-a11	XT13-a2
1HV58	N1-TP15S01	XT13-a2	XT13-a5
1HV58	N1-TP15S01	XT13-a5	XT13-a8
1HV58	N1-TP20S01	XT10-a11	XT10-a2
1HV58	N1-TP20S01	XT10-a2	XT10-a5
1HV58	N1-TP20S01	XT10-a5	XT10-a8
1HV58	N1-TP60S01	XT9-a11	XT9-a2
1HV58	N1-TP60S01	XT9-a2	XT9-a5
1HV58	N1-TP60S01	XT9-a11	XT9-a8
1HV58	N1-TP60S04	XT14-a11	XT14-a2
1HV58	N1-TP60S04	XT14-a2	XT14-a5
1HV58	N1-TP60S04	XT14-a11	XT14-a8
1HV58	N1-TV10S02	XT59-a11	XT59-a2
1HV58	N1-TV10S02	XT59-a2	XT59-a5
1HV58	N1-TV10S02	XT59-a11	XT59-a8
1HV58	N1-TV10S08	XT60-a11	XT60-a2
1HV58	N1-TV10S08	XT60-a2	XT60-a5
1HV58	N1-TV10S08	XT60-a5	XT60-a8
1HV58	N1-TV10S13	XT61-a11	XT61-a2
1HV58	N1-TV10S13	XT61-a2	XT61-a5
1HV58	N1-TV10S13	XT61-a5	XT61-a8
1HV58	N1-TV10S18	XT62-a11	XT62-a2
1HV58	N1-TV10S18	XT62-a2	XT62-a5
1HV58	N1-TV10S18	XT62-a5	XT62-a8
1HV58	N1-TV10S23	XT63-a11	XT63-a2
1HV58	N1-TV10S23	XT63-a2	XT63-a5
1HV58	N1-TV10S23	XT63-a5	XT63-a8
1HV58	N1-TV10S28	XT64-a11	XT64-a2
1HV58	N1-TV10S28	XT64-a2	XT64-a5
1HV58	N1-TV10S28	XT64-a11	XT64-a8
1HV58	N1-TV10S33	XT65-a11	XT65-a2
1HV58	N1-TV10S33	XT65-a2	XT65-a5
1HV58	N1-TV10S33	XT65-a5	XT65-a8
1HV58	N1-TV10S38	XT66-a11	XT66-a2
1HV58	N1-TV10S38	XT66-a2	XT66-a5
1HV58	N1-TV10S38	XT66-a5	XT66-a8
1HV58	N1-TV10S43	XT67-a11	XT67-a2
1HV58	N1-TV10S43	XT67-a2	XT67-a5
1HV58	N1-TV10S43	XT67-a5	XT67-a8
1HV58	N1-TV10S48	XT68-a11	XT68-a2
1HV58	N1-TV10S48	XT68-a2	XT68-a5
1HV58	N1-TV10S48	XT68-a11	XT68-a8
1HV58	N1-TV10S53	XT69-a11	XT69-a2
1HV58	N1-TV10S53	XT69-a2	XT69-a5
1HV58	N1-TV10S53	XT69-a5	XT69-a8
1HV58	N1-TV10S56	XT70-a11	XT70-a2
1HV58	N1-TV10S56	XT70-a2	XT70-a5
1HV58	N1-TV10S56	XT70-a5	XT70-a8
1HV58	N1-TV10S59	XT71-a11	XT71-a2
1HV58	N1-TV10S59	XT71-a2	XT71-a5
1HV58	N1-TV10S59	XT71-a5	XT71-a8
1HV58	N1-TV10S62	XT72-a11	XT72-a2
1HV58	N1-TV10S62	XT72-a2	XT72-a5
1HV58	N1-TV10S62	XT72-a11	XT72-a8
1HV58	N1-TV30S03	XT25-a11	XT25-a2
1HV58	N1-TV30S03	XT25-a2	XT25-a5
1HV58	N1-TV30S03	XT25-a5	XT25-a8
1HV58	N1-TV40S03	XT26-a11	XT26-a2
1HV58	N1-TV40S03	XT26-a2	XT26-a5
1HV58	N1-TV40S03	XT26-a5	XT26-a8
1HV58	N1-TV50S03	XT27-a11	XT27-a2
1HV58	N1-TV50S03	XT27-a2	XT27-a5
1HV58	N1-TV50S03	XT27-a5	XT27-a8
1HV58	N1-TY10S03	XT51-a11	XT51-a2
1HV58	N1-TY10S03	XT51-a2	XT51-a5
1HV58	N1-TY10S03	XT51-a11	XT51-a8
1HV58	N1-UG40S01	XT41-a11	XT41-a2
1HV58	N1-UG40S01	XT41-a2	XT41-a5
1HV58	N1-UG40S01	XT41-a5	XT41-a8
1HV58	N1-UG40S02	XT42-a11	XT42-a2
1HV58	N1-UG40S02	XT42-a2	XT42-a5
1HV58	N1-UG40S02	XT42-a5	XT42-a8
1HV58	N1-VB10S01	XT33-a11	XT33-a2
1HV58	N1-VB10S01	XT33-a2	XT33-a5
1HV58	N1-VB10S01	XT33-a5	XT33-a8
1HV58	N1-VB20S03	XT34-a11	XT34-a2
1HV58	N1-VB20S03	XT34-a2	XT34-a5
1HV58	N1-VB20S03	XT34-a5	XT34-a8
1HV58	N1-VF10S01	XT52-a11	XT52-a2
1HV58	N1-VF10S01	XT52-a2	XT52-a5
1HV58	N1-VF10S01	XT52-a11	XT52-a8
1HV58	N1-VF20S01	XT53-a11	XT53-a2
1HV58	N1-VF20S01	XT53-a2	XT53-a5
1HV58	N1-VF20S01	XT53-a5	XT53-a8
1HV58	N1-VF30S04	XT54-a11	XT54-a2
1HV58	N1-VF30S04	XT54-a2	XT54-a5
1HV58	N1-VF30S04	XT54-a5	XT54-a8
1HV58	N1-VF40S03	XT55-a11	XT55-a2
1HV58	N1-VF40S03	XT55-a2	XT55-a5
1HV58	N1-VF40S03	XT55-a11	XT55-a8
1HV58	N1-VF60S01	XT57-a11	XT57-a2
1HV58	N1-VF60S01	XT57-a2	XT57-a5
1HV58	N1-VF60S01	XT57-a5	XT57-a8
1HV58	N1-YD50S06	XT37-a11	XT37-a2
1HV58	N1-YD50S06	XT37-a2	XT37-a5
1HV58	N1-YD50S06	XT37-a11	XT37-a8
1HV58	N1-YD50S07	XT38-a11	XT38-a2
1HV58	N1-YD50S07	XT38-a2	XT38-a5
1HV58	N1-YD50S07	XT38-a11	XT38-a8
1HV58	N1-YD60S06	XT39-a11	XT39-a2
1HV58	N1-YD60S06	XT39-a2	XT39-a5
1HV58	N1-YD60S06	XT39-a5	XT39-a8
1HV58	N1-YD60S07	XT40-a11	XT40-a2
1HV58	N1-YD60S07	XT40-a2	XT40-a5
1HV58	N1-YD60S07	XT40-a11	XT40-a8
1HV59	751	XTK35-b1	XTN06-b12
1HV59	753	XTK35-b2	XTN06-a10
1HV60	011-2	XT17-b1	XT1-b4
1HV60	011-2	XT1-b4	XT20-b4
1HV60	011-2	XT20-b4	XT24-b4
1HV60	011-2	XT24-b4	XT2-b4
1HV60	011-2	XT2-b4	XT33-b4
1HV60	011-2	XT33-b4	XT3-b4
1HV60	011-2	XT3-b4	XT4-b4
1HV60	011-2	XT4-b4	XT17-b1
1HV60	013-2	XT17-a4	XT26-b4
1HV60	013-2	XT26-b4	XT27-b4
1HV60	013-2	XT27-b4	XT17-a4
1HV60	03-2	XT16-a2	XT16-a3
1HV60	03-2	XT28-a10	XT29-a10
1HV60	03-2	XT29-a10	XT30-a10
1HV60	03-2	XT30-a10	XT31-a10
1HV60	03-2	XT31-a10	XT16-a2
1HV60	033-2	XT17-a2	XT17-a3
1HV60	033-2	XT17-a2	XT28-b4
1HV60	033-2	XT28-b4	XT29-b4
1HV60	033-2	XT29-b4	XT30-b4
1HV60	033-2	XT30-b4	XT31-b4
1HV60	0501-1	XT16-b8	XT16-b9
1HV60	0506	XT18-a12	XT18-b1
1HV60	0512	XT35-a11	XT35-a8
1HV60	05-2	XT16-b1	XT1-a10
1HV60	05-2	XT1-a10	XT20-a10
1HV60	05-2	XT20-a10	XT24-a10
1HV60	05-2	XT24-a10	XT2-a10
1HV60	05-2	XT2-a10	XT33-a10
1HV60	05-2	XT33-a10	XT3-a10
1HV60	05-2	XT3-a10	XT4-a10
1HV60	0534	XT35-b5	XT36-b5
1HV60	07-2	XT16-a4	XT26-a10
1HV60	07-2	XT26-a10	XT27-a10
1HV60	1БПК A01-III	XT35-b6	XT36-b6
1HV63	011-1	XT24-b4	XT31-b4
1HV63	011-1	XT31-b4	XT34-b4
1HV63	011-1	XT34-b4	XT5-b4
1HV63	011-1	XT24-b4	XT6-b4
1HV63	011-1	XT6-b4	XT7-b4
1HV63	011-1	XT7-b4	XT8-b4
1HV63	011-1	XT8-b4	XT9-b4
1HV63	013-1	XT10-b4	XT11-b4
1HV63	013-1	XT11-b4	XT12-b4
1HV63	013-1	XT12-b4	XT13-b4
1HV63	013-1	XT13-b4	XT14-b4
1HV63	013-1	XT14-b4	XT15-b4
1HV63	013-1	XT15-b4	XT16-b4
1HV63	013-1	XT16-b4	XT32-b4
1HV63	015-1	XT17-b4	XT18-b4
1HV63	015-1	XT18-b4	XT19-b4
1HV63	015-1	XT19-b4	XT20-b4
1HV63	015-1	XT20-b4	XT26-b4
1HV63	015-1	XT26-b4	XT33-b4
1HV63	015-1	XT33-b4	XT36-b4
1HV63	03-1	XT27-a10	XT28-a10
1HV63	03-1	XT28-a10	XT29-a10
1HV63	03-1	XT29-a10	XT30-a10
1HV63	033-1	XT27-b4	XT28-b4
1HV63	033-1	XT28-b4	XT29-b4
1HV63	033-1	XT29-b4	XT30-b4
1HV63	05-1	XT24-a10	XT31-a10
1HV63	05-1	XT31-a10	XT34-a10
1HV63	05-1	XT34-a10	XT5-a10
1HV63	05-1	XT24-a10	XT6-a10
1HV63	05-1	XT6-a10	XT7-a10
1HV63	05-1	XT7-a10	XT8-a10
1HV63	05-1	XT8-a10	XT9-a10
1HV63	07-1	XT10-a10	XT11-a10
1HV63	07-1	XT11-a10	XT12-a10
1HV63	07-1	XT12-a10	XT13-a10
1HV63	07-1	XT13-a10	XT14-a10
1HV63	07-1	XT14-a10	XT15-a10
1HV63	07-1	XT15-a10	XT16-a10
1HV63	07-1	XT16-a10	XT32-a10
1HV63	09-1	XT17-a10	XT18-a10
1HV63	09-1	XT18-a10	XT19-a10
1HV63	09-1	XT19-a10	XT20-a10
1HV63	09-1	XT20-a10	XT26-a10
1HV63	09-1	XT26-a10	XT33-a10
1HV63	09-1	XT33-a10	XT36-a10
1HV63	N1-UJ11S12	XT1-a5	XT2-b12
1HV66	011-3	XT15-b4	XT16-b4
1HV66	011-3	XT16-b4	XT17-b4
1HV66	011-3	XT17-b4	XT18-b4
1HV66	011-3	XT18-b4	XT20-b4
1HV66	011-3	XT20-b4	XT31-b2
1HV66	03-1	XT13-a2	XT13-a3
1HV66	03-3	XT25-a10	XT26-a10
1HV66	03-3	XT26-a10	XT27-a10
1HV66	03-3	XT27-a10	XT28-a10
1HV66	03-3	XT28-a10	XT29-a10
1HV66	03-3	XT29-a10	XT31-a3
1HV66	033-1	XT14-a2	XT14-a3
1HV66	033-3	XT25-b4	XT26-b4
1HV66	033-3	XT26-b4	XT27-b4
1HV66	033-3	XT27-b4	XT28-b4
1HV66	033-3	XT28-b4	XT29-b4
1HV66	033-3	XT29-b4	XT31-a2
1HV66	033-7	XT10-b4	XT30-b4
1HV66	033-7	XT10-b4	XT9-b4
1HV66	03-5	XT1-a10	XT21-a10
1HV66	03-5	XT21-a10	XT22-a10
1HV66	03-5	XT1-a10	XT2-a10
1HV66	03-5	XT2-a10	XT3-a10
1HV66	03-5	XT3-a10	XT4-a10
1HV66	03-7	XT10-a10	XT30-a10
1HV66	03-7	XT10-a10	XT9-a10
1HV66	0507	XT31-b8	XT31-b9
1HV66	05-3	XT15-a10	XT16-a10
1HV66	05-3	XT16-a10	XT17-a10
1HV66	05-3	XT17-a10	XT18-a10
1HV66	05-3	XT18-a10	XT20-a10
1HV66	05-3	XT20-a10	XT31-b1
1HV66	0534	XT33-b5	XT34-b5
1HV66	1БПК A01-III	XT33-b6	XT34-b6
1HV69	033-4	XT12-b4	XT13-b4
1HV69	033-4	XT13-b4	XT15-b4
1HV69	033-4	XT15-b4	XT17-b4
1HV69	033-4	XT17-b4	XT18-b4
1HV69	033-4	XT18-b4	XT19-b4
1HV69	033-8	XT2-b4	XT3-b4
1HV69	03-4	XT12-a10	XT13-a10
1HV69	03-4	XT13-a10	XT15-a10
1HV69	03-4	XT15-a10	XT17-a10
1HV69	03-4	XT17-a10	XT18-a10
1HV69	03-4	XT18-a10	XT19-a10
1HV69	03-6	XT10-a10	XT11-a10
1HV69	03-6	XT11-a10	XT21-a10
1HV69	03-6	XT10-a10	XT8-a10
1HV69	03-8	XT2-a10	XT3-a10
1HV69	0515	XT36-a2	XT36-a3
1HV69	0515	XT36-a3	XT36-b11
1HV71	0170-TX13S05	XT16-a2	XT16-a3
1HV71	033-TX80S05	XT24-b7	XT26-b7
1HV71	03-TX80S05	XT24-a5	XT26-a5
1HV71	05-TX80S05	XT23-a5	XT25-a5
1HV71	070-TX10S01	XT2-a5	XT2-b9
1HV71	070-TX80S05	XT23-a8	XT25-a8
1HV71	070-VF11S01	XT22-a5	XT22-b9
1HV71	078-TX10S01	XT2-b1	XT2-b8
1HV71	078-TX80S05	XT23-a9	XT25-a9
1HV71	078-VF11S01	XT22-b1	XT22-b8
1HV71	1TX10D01SA1	XT1-a6	XT1-a7
1HV71	1TX10S04SA1	XT4-a6	XT4-a7
1HV71	1TX10S05SA1	XT5-a6	XT5-a7
1HV71	1TX10S50SA1	XT36-a6	XT36-a7
1HV71	1TX11S01SA1	XT6-a6	XT6-a7
1HV71	1TX11S02SA1	XT7-a6	XT7-a7
1HV71	1TX11S05SA1	XT13-a6	XT13-a7
1HV71	1TX11S05SH1	XT12-a6	XT12-a7
1HV71	1TX12S01SA1	XT8-a6	XT8-a7
1HV71	1TX12S05SA1	XT15-a6	XT15-a7
1HV71	1TX12S05SH1	XT14-a6	XT14-a7
1HV71	1TX13S01SA1	XT9-a6	XT9-a7
1HV71	1TX13S05SA1	XT17-a6	XT17-a7
1HV71	1TX13S05SH1	XT16-a6	XT16-a7
1HV71	1TX14S01SA1	XT10-a6	XT10-a7
1HV71	1TX14S02SA1	XT11-a6	XT11-a7
1HV71	1TX14S05SA1	XT19-a6	XT19-a7
1HV71	1TX14S05SH1	XT18-a6	XT18-a7
1HV71	1TX42S01SA1	XT20-a6	XT20-a7
1HV71	1TX43S01SA1	XT21-a6	XT21-a7
1HV71	1TX50S09,13SA1	XT28-a6	XT28-a7
1HV71	1TX60S09,13SA1	XT29-a6	XT29-a7
1HV71	1TX70S09,13SA1	XT30-a6	XT30-a7
1HV71	1TX80S05SA1	XT24-a6	XT24-a7
1HV71	1TX80S05SA2	XT26-a6	XT26-a7
1HV71	1TX80S05SH1	XT23-a6	XT23-a7
1HV71	1TX80S05SH2	XT25-a6	XT25-a7
1HV71	1TX80S09,13SA1	XT31-a6	XT31-a7
1HV71	N1-TX10S01	XT2-a12	XT2-a4
1HV71	N1-TX10S01	XT2-a4	XT2-b12
1HV71	N1-TX10S01	XT2-a12	XT2-b5
1HV71	N1-TX50S06	XT27-a12	XT27-b12
1HV71	N1-TX60S06	XT35-a12	XT35-b12
1HV71	N1-TX70S06	XT32-a12	XT32-b12
1HV71	N1-TX80S06	XT32-a4	XT32-b5
1HV71	N1-VF11S01	XT22-a12	XT22-a4
1HV71	N1-VF11S01	XT22-a4	XT22-b12
1HV71	N1-VF11S01	XT22-b12	XT22-b5
1HV71	751	XTK35-b1	XTN06-b12
1HV71	753	XTK35-b2	XTN06-a10
1HV72	0170-YP21S02	XT32-a2	XT17-b8
1HV72	0170-YP21S03	XT33-a2	XT17-a8
1HV72	0170-YP21S05	XT31-a2	XT17-b4
1HV72	0178-YP21S05	XT18-a12	XT31-a3
1HV72	0502-I	XT25-a2	XT25-a3
1HV72	0518	XT2-a12	XT25-b1
1HV72	751	XTK35-b1	XTN06-b12
1HV72	753	XTK35-b2	XTN06-a10
1HV72	10506	XT15-a10	XT16-a10
1HV72	10506-a	XT15-a9	XT16-a9
1HV72	10506-a	XT16-a9	XT8-a1
1HV72	10508	XT15-b4	XT16-b4
1HV72	10508-a	XT15-a3	XT16-a3
1HV72	10508-a	XT16-a3	XT8-a2
1HV72	1HG71_N1	XT5-b12	XT5-a12
1HV72	1HG71_N1	XT5-a12	XT6-a12
1HV72	1HG71_N1	XT6-a12	XT6-b12
1HV72	1TF31D01SA1	XT22-a6	XT22-a7
1HV72	1TP14S01SA1	XT14-a6	XT14-a7
1HV72	1TV30S01SA1	XT28-a6	XT28-a7
1HV72	1TV40S01SA1	XT29-a6	XT29-a7
1HV72	1TV50S01SA1	XT30-a6	XT30-a7
1HV72	1TY11S02SA1	XT13-a6	XT13-a7
1HV72	1TY21D01SA1	XT7-a6	XT7-a7
1HV72	1TY21S02SA1	XT9-a6	XT9-a7
1HV72	1TY21S03SA1	XT11-a6	XT11-a7
1HV72	1TY21S03SH1	XT10-a6	XT10-a7
1HV72	1TY21S05SA1	XT12-a6	XT12-a7
1HV72	1YD10D01SA1	XT1-a6	XT1-a7
1HV72	1YP21S02SA1	XT32-a6	XT32-a7
1HV72	1YP21S03SA1	XT33-a6	XT33-a7
1HV72	1YP21S05SA1	XT31-a6	XT31-a7
1HV72	1YP21S06SA1	XT26-a6	XT26-a7
1HV72	1YP21S07SA1	XT27-a6	XT27-a7
1HV72	1YT11L99V2	XT15-b9	XT16-b9
1HV72	1YT11S02SA1	XT3-a6	XT3-a7
1HV72	1YT12L99V2	XT15-b5	XT16-b5
1HV72	1YT12S02SA1	XT4-a6	XT4-a7
1HV73	0161-1	XT21-b12	XT22-b12
1HV73	0161-1	XT22-b12	XT29-b12
1HV73	0161-1	XT29-b12	XT30-b12
1HV73	0161-2	XT32-b12	XT33-b12
1HV73	0161-3	XT35-b12	XT36-b12
1HV73	0163-1	XT21-a12	XT22-a12
1HV73	0163-1	XT22-a12	XT29-a12
1HV73	0163-1	XT29-a12	XT30-a12
1HV73	0163-2	XT32-a12	XT33-a12
1HV73	0163-3	XT35-a12	XT36-a12
1HV73	0165-1	XT21-b11	XT22-b11
1HV73	0165-1	XT22-b11	XT29-b11
1HV73	0165-1	XT29-b11	XT30-b11
1HV73	0165-2	XT32-b11	XT33-b11
1HV73	0165-3	XT35-b11	XT36-b11
1HV73	0167-1	XT21-b10	XT22-b10
1HV73	0167-1	XT22-b10	XT29-b10
1HV73	0167-1	XT29-b10	XT30-b10
1HV73	0167-2	XT32-b10	XT33-b10
1HV73	0167-3	XT35-b10	XT36-b10
1HV73	751	XTK35-b1	XTN06-b12
1HV73	753	XTK35-b2	XTN06-a10
1HV73	1TL01D01SA1	XT1-a6	XT1-a7
1HV73	1TL01D02SA1	XT3-a6	XT3-a7
1HV73	1TL04D01SA1	XT7-a6	XT7-a7
1HV73	1TL05D01SA1	XT10-a6	XT10-a7
1HV73	1TL22D01SA1	XT13-a6	XT13-a7
1HV73	1UV40D01SA1	XT17-a6	XT17-a7
1HV73	1UV40D04SA1	XT19-a6	XT19-a7
1HV73	1UV55D01SA1	XT23-a6	XT23-a7
1HV73	SA1	XT21-a6	XT22-a6
1HV73	SA1	XT21-a7	XT22-a7
1HV73	SA1	XT22-a6	XT29-a6
1HV73	SA1	XT22-a7	XT29-a7
1HV73	SA1	XT29-a6	XT30-a6
1HV73	SA1	XT29-a7	XT30-a7
1HV73	SA1	XT30-a6	XT21-a7
1HV73	SA2	XT32-a6	XT33-a6
1HV73	SA2	XT32-a7	XT33-a7
1HV73	SA2	XT33-a6	XT32-a7
1HV73	SA3	XT35-a6	XT36-a6
1HV73	SA3	XT35-a7	XT36-a7
1HV73	SA3	XT36-a6	XT35-a7
1HV74	1TS10S26SA1	XT9-a6	XT9-a7
1HV74	1TS21D01SA1	XT1-a6	XT1-a7
1HV74	1TS21D02SA1	XT2-a6	XT2-a7
1HV74	1TS21S01SA1	XT3-a6	XT3-a7
1HV74	1TS21S02SA1	XT4-a6	XT4-a7
1HV74	1TS21S03SA1	XT5-a6	XT5-a7
1HV74	1TS21S04SA1	XT6-a6	XT6-a7
1HV74	1TS21S05SA1	XT7-a6	XT7-a7
1HV74	1TS21S06SA1	XT8-a6	XT8-a7
1HV74	1TS21S08SA1	XT10-a6	XT10-a7
1HV74	1TS21S09SA1	XT11-a6	XT11-a7
1HV74	1TS21S10SA1	XT12-a6	XT12-a7
1HV74	1TS21S11SA1	XT13-a6	XT13-a7
1HV74	1TS21S12SA1	XT14-a6	XT14-a7
1HV74	1TS21S13SA1	XT16-a6	XT16-a7
1HV74	1TS21S13SH1	XT15-a6	XT15-a7
1HV74	1TS31S01SA1	XT19-a6	XT19-a7
1HV74	1TS31S02SA1	XT20-a6	XT20-a7
1HV74	1TS31S03SA1	XT21-a6	XT21-a7
1HV74	1TS31S04SA1	XT22-a6	XT22-a7
1HV74	1TS31S05SA1	XT23-a6	XT23-a7
1HV74	1TS31S06SA1	XT24-a6	XT24-a7
1HV74	1TS31W02SA1	XT18-a6	XT18-a7
1HV74	1TS31W03SA1	XT17-a6	XT17-a7
1HV74	1VF17S01SA1	XT25-a6	XT25-a7
1HV74	1VF17S02SA1	XT26-a6	XT26-a7
1HV74	1VF17S03SA1	XT27-a6	XT27-a7
1HV74	1VF17S04SA1	XT28-a6	XT28-a7
1HV74	1VF47S01SA1	XT29-a6	XT29-a7
1HV74	1VF47S02SA1	XT30-a6	XT30-a7
1HV74	1VF47S03SA1	XT31-a6	XT31-a7
1HV74	1VF47S04SA1	XT32-a6	XT32-a7
1HV74	751	XTK35-b1	XTN06-b12
1HV74	753	XTK35-b2	XTN06-a10
1HV75	0161	XT34-b12	XT35-b12
1HV75	0163	XT34-a12	XT35-a12
1HV75	0165	XT34-b11	XT35-b11
1HV75	0167	XT34-b10	XT35-b10
1HV75	751	XTK35-b1	XTN06-b12
1HV75	753	XTK35-b2	XTN06-a10
1HV75	070-TQ13S01	XT11-a5	XT11-b9
1HV75	070-VF12S01	XT9-a5	XT9-b9
1HV75	070-VF12S07	XT18-a5	XT18-b9
1HV75	078-TQ13S01	XT11-b1	XT11-b8
1HV75	078-VF12S01	XT9-b1	XT9-b8
1HV75	078-VF12S07	XT18-b1	XT18-b8
1HV75	1BAQ1SA1	XT20-a6	XT20-a7
1HV75	1BVQ1SA1	XT21-a6	XT21-a7
1HV75	1GVQ1SA1	XT19-a6	XT19-a7
1HV75	1TQ11D01SA1	XT1-a6	XT1-a7
1HV75	1TQ11S02SA1	XT2-a6	XT2-a7
1HV75	1TQ11S03SA1	XT3-a6	XT3-a7
1HV75	1TQ11S06SA1	XT4-a6	XT4-a7
1HV75	1TQ11S09SA1	XT5-a6	XT5-a7
1HV75	1TQ11S10SA1	XT6-a6	XT6-a7
1HV75	1TQ11S11SA1	XT7-a6	XT7-a7
1HV75	1TQ11S12SA1	XT8-a6	XT8-a7
1HV75	1TQ13D01SA1	XT10-a6	XT10-a7
1HV75	1TQ13S05SA1	XT12-a6	XT12-a7
1HV75	1TQ13S06SA1	XT13-a6	XT13-a7
1HV75	1TQ13S07SA1	XT14-a6	XT14-a7
1HV75	1TQ13S09SA1	XT16-a6	XT16-a7
1HV75	1TQ13S26SA1	XT17-a6	XT17-a7
1HV75	1US60S23SA1	XT29-a6	XT29-a7
1HV75	1UT10S01SA1	XT28-a6	XT28-a7
1HV75	1UT10S13SA1	XT30-a6	XT30-a7
1HV75	1YR01S01SA1	XT22-a6	XT22-a7
1HV75	1YR11S01SA1	XT23-a6	XT23-a7
1HV75	1YR22S01SA1	XT24-a6	XT24-a7
1HV75	1YR41S01SA1	XT25-a6	XT25-a7
1HV75	1YR53S01SA1	XT27-a6	XT27-a7
1HV75	1YR60S02SA1	XT26-a6	XT26-a7
1HV75	1YR61S01SA1	XT33-a6	XT33-a7
1HV75	N1-TQ13S01	XT11-a12	XT11-a4
1HV75	N1-TQ13S01	XT11-a4	XT11-b12
1HV75	N1-TQ13S01	XT11-b12	XT11-b5
1HV75	N1-VF12S01	XT9-a12	XT9-a4
1HV75	N1-VF12S01	XT9-a4	XT9-b12
1HV75	N1-VF12S01	XT9-b12	XT9-b5
1HV75	N1-VF12S07	XT18-a12	XT18-a4
1HV75	N1-VF12S07	XT18-a4	XT18-b12
1HV75	N1-VF12S07	XT18-b12	XT18-b5
1HV76	0161-TQ51S01-04	XT10-b12	XT7-b12
1HV76	0161-TQ51S01-04	XT10-b12	XT8-b12
1HV76	0161-TQ51S01-04	XT8-b12	XT9-b12
1HV76	0163-TQ51S01-04	XT10-a12	XT7-a12
1HV76	0163-TQ51S01-04	XT10-a12	XT8-a12
1HV76	0163-TQ51S01-04	XT8-a12	XT9-a12
1HV76	0165-TQ51S01-04	XT10-b11	XT7-b11
1HV76	0165-TQ51S01-04	XT10-b11	XT8-b11
1HV76	0165-TQ51S01-04	XT8-b11	XT9-b11
1HV76	0167-TQ51S01-04	XT10-b10	XT7-b10
1HV76	0167-TQ51S01-04	XT10-b10	XT8-b10
1HV76	0167-TQ51S01-04	XT8-b10	XT9-b10
1HV76	033-TX50S33	XT17-a5	XT17-b7
1HV76	033-TX50S34	XT34-a5	XT34-b7
1HV76	033-TX60S31	XT26-a5	XT26-b7
1HV76	033-TX60S32	XT27-a5	XT27-b7
1HV76	033-TX70S31	XT22-a5	XT22-b7
1HV76	033-TX70S32	XT32-a5	XT32-b7
1HV76	070-TQ14S19	XT23-a5	XT23-b9
1HV76	070-VF12S10	XT31-a5	XT31-b9
1HV76	078-TQ14S19	XT23-b1	XT23-b8
1HV76	078-VF12S10	XT31-b1	XT31-b8
1HV76	1TQ11S14SA1	XT16-a6	XT16-a7
1HV76	1TQ14D01SA1	XT25-a6	XT25-a7
1HV76	1TQ14S03SA1	XT19-a6	XT19-a7
1HV76	1TQ14S04SA1	XT20-a6	XT20-a7
1HV76	1TQ14S07SA1	XT21-a6	XT21-a7
1HV76	1TQ14S17SA1	XT24-a6	XT24-a7
1HV76	1TQ40S05SA1	XT1-a6	XT1-a7
1HV76	1TQ41S01SA1	XT2-a6	XT2-a7
1HV76	1TQ41S02SA1	XT3-a6	XT3-a7
1HV76	1TQ41S03SA1	XT33-a6	XT33-a7
1HV76	1TQ41S04SA1	XT35-a6	XT35-a7
1HV76	1TQ41S05SA1	XT4-a6	XT4-a7
1HV76	1TQ51S01SA1	XT7-a6	XT7-a7
1HV76	1TX50S04SA1	XT28-a6	XT28-a7
1HV76	1TX50S33SA1	XT17-a6	XT17-a7
1HV76	1TX50S34SA1	XT34-a6	XT34-a7
1HV76	1TX60S03SA1	XT29-a6	XT29-a7
1HV76	1TX60S31SA1	XT26-a6	XT26-a7
1HV76	1TX60S32SA1	XT27-a6	XT27-a7
1HV76	1TX70S03SA1	XT30-a6	XT30-a7
1HV76	1TX70S31SA1	XT22-a6	XT22-a7
1HV76	1TX70S32SA1	XT32-a6	XT32-a7
1HV76	N1-TQ14S19	XT23-a12	XT23-a4
1HV76	N1-TQ14S19	XT23-a4	XT23-b12
1HV76	N1-TQ14S19	XT23-b12	XT23-b5
1HV76	N1-VF12S10	XT31-a12	XT31-a4
